8/31/09 7:57;8/31/09 8:09;"GPRS";"ausgehend";"13.39611111";52,52944444
8/31/09 8:09;8/31/09 8:09;"GPRS";"ausgehend";"13.38361111";52,53
8/31/09 8:09;8/31/09 8:15;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 8:15;8/31/09 8:39;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 8:20;;;"ausgehend";;
8/31/09 8:20;;"SMS";"ausgehend";"13.38361111";52,53
8/31/09 8:39;8/31/09 9:09;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 9:09;8/31/09 9:39;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 9:12;8/31/09 9:12;"Telefonie";"ausgehend";"13.37472222";52,53027778
8/31/09 9:39;8/31/09 10:09;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 10:09;8/31/09 10:39;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 10:28;;;"ausgehend";;
8/31/09 10:28;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 10:39;8/31/09 10:54;"GPRS";"ausgehend";"13.37472222";52,53027778
;8/31/09 10:52;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 10:52;"SMS";"eingehend";"13.37472222";52,53027778
8/31/09 10:55;8/31/09 11:25;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 10:57;;;"ausgehend";;
8/31/09 10:57;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 10:58;;;"ausgehend";;
8/31/09 10:58;;"SMS";"ausgehend";"13.37472222";52,53027778
;8/31/09 10:58;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 11:01;"SMS";"eingehend";"13.37472222";52,53027778
8/31/09 11:01;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 11:01;;;"ausgehend";;
8/31/09 11:13;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 11:13;;;"ausgehend";;
;8/31/09 11:14;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 11:14;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 11:14;"SMS";"eingehend";"13.37472222";52,53027778
8/31/09 11:20;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 11:20;;;"ausgehend";;
8/31/09 11:25;8/31/09 11:55;"GPRS";"ausgehend";"13.37472222";52,53027778
;8/31/09 11:28;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 11:28;"SMS";"eingehend";"13.37472222";52,53027778
;8/31/09 11:28;"SMS";"eingehend";"13.37472222";52,53027778
8/31/09 11:31;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 11:31;;;"ausgehend";;
8/31/09 11:31;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 11:31;;;"ausgehend";;
8/31/09 11:55;8/31/09 12:25;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 12:25;8/31/09 12:55;"GPRS";"ausgehend";"13.37472222";52,53027778
8/31/09 12:30;8/31/09 12:31;"Telefonie, CFNRy";"eingehend";"13.37472222";52,53027778
;8/31/09 12:31;"SMS";"eingehend";"13.37472222";52,53027778
8/31/09 12:32;;;"ausgehend";;
8/31/09 12:32;;"SMS";"ausgehend";"13.37472222";52,53027778
8/31/09 12:55;8/31/09 13:02;"GPRS";"ausgehend";"13.37472222";52,53027778
;8/31/09 12:55;"SMS";"eingehend";"13.36888889";52,52611111
8/31/09 13:02;8/31/09 13:02;"GPRS";"ausgehend";"13.37583333";52,48972222
8/31/09 13:02;8/31/09 13:14;"GPRS";"ausgehend";"13.37583333";52,48972222
8/31/09 13:04;8/31/09 13:14;"Telefonie";"ausgehend";"13.35472222";52,48083333
8/31/09 13:04;8/31/09 13:04;"Telefonie, CFB";"eingehend";"13.34722222";52,47222222
;8/31/09 13:05;"SMS";"eingehend";"13.34722222";52,47222222
;8/31/09 13:06;"SMS";"eingehend";"13.36083333";52,44944444
;8/31/09 13:07;"SMS";"eingehend";"13.36083333";52,44944444
8/31/09 13:14;8/31/09 13:21;"GPRS";"ausgehend";"13.26388889";52,28194444
8/31/09 13:14;8/31/09 13:15;"Telefonie";"ausgehend";"13.26388889";52,28194444
8/31/09 13:15;8/31/09 13:15;"Weiterver. MBox";"ausgehend";;
8/31/09 13:18;;"SMS";"ausgehend";"13.24055556";52,17805556
8/31/09 13:18;;;"ausgehend";;
8/31/09 13:18;;;"ausgehend";;
8/31/09 13:18;;"SMS";"ausgehend";"13.24055556";52,17805556
8/31/09 13:18;8/31/09 13:20;"Telefonie";"ausgehend";"13.24055556";52,17805556
8/31/09 13:20;;;"eingehend";;
8/31/09 13:21;8/31/09 13:21;"GPRS";"ausgehend";"13.17638889";52,09388889
;8/31/09 13:21;"SMS";"eingehend";"13.16166667";52,09166667
8/31/09 13:21;8/31/09 13:37;"GPRS";"ausgehend";"13.16166667";52,09166667
8/31/09 13:22;;;"ausgehend";;
8/31/09 13:22;;"SMS";"ausgehend";"13.16166667";52,09166667
8/31/09 13:23;;;"ausgehend";;
8/31/09 13:23;;"SMS";"ausgehend";"13.12722222";52,04611111
8/31/09 13:24;8/31/09 13:27;"Telefonie";"ausgehend";"13.08472222";52,00805556
;8/31/09 13:31;"SMS";"eingehend";"12.77555556";51,92
;8/31/09 13:31;"SMS";"eingehend";"12.77555556";51,92
8/31/09 13:32;;;"ausgehend";;
8/31/09 13:32;;"SMS";"ausgehend";"12.77555556";51,92
;8/31/09 13:34;"SMS";"eingehend";"12.74083333";51,89166667
8/31/09 13:35;;"SMS";"ausgehend";"12.67444444";51,86833333
8/31/09 13:35;;;"ausgehend";;
8/31/09 13:37;8/31/09 13:38;"GPRS";"ausgehend";"12.67444444";51,86833333
8/31/09 13:37;8/31/09 13:38;"Telefonie";"ausgehend";"12.67444444";51,86833333
8/31/09 13:38;8/31/09 13:51;"GPRS";"ausgehend";"12.64555556";51,84305556
8/31/09 13:51;8/31/09 13:52;"GPRS";"ausgehend";"12.3075";51,59777778
8/31/09 13:52;8/31/09 13:53;"GPRS";"ausgehend";"12.27138889";51,57194444
