8/31/09 8:09;GPRS;52.52944444;13.39611111
8/31/09 8:09;GPRS;52.53;13.38361111
8/31/09 8:15;GPRS;52.53027778;13.37472222
8/31/09 8:39;GPRS;52.53027778;13.37472222
8/31/09 9:09;GPRS;52.53027778;13.37472222
8/31/09 9:39;GPRS;52.53027778;13.37472222
8/31/09 9:12;Telefonie;52.53027778;13.37472222
8/31/09 10:09;GPRS;52.53027778;13.37472222
8/31/09 10:39;GPRS;52.53027778;13.37472222
8/31/09 10:54;GPRS;52.53027778;13.37472222
8/31/09 10:52;SMS;52.53027778;13.37472222
8/31/09 10:52;SMS;52.53027778;13.37472222
8/31/09 11:25;GPRS;52.53027778;13.37472222
8/31/09 10:58;SMS;52.53027778;13.37472222
8/31/09 11:01;SMS;52.53027778;13.37472222
8/31/09 11:14;SMS;52.53027778;13.37472222
8/31/09 11:14;SMS;52.53027778;13.37472222
8/31/09 11:14;SMS;52.53027778;13.37472222
8/31/09 11:55;GPRS;52.53027778;13.37472222
8/31/09 11:28;SMS;52.53027778;13.37472222
8/31/09 11:28;SMS;52.53027778;13.37472222
8/31/09 11:28;SMS;52.53027778;13.37472222
8/31/09 12:25;GPRS;52.53027778;13.37472222
8/31/09 12:55;GPRS;52.53027778;13.37472222
8/31/09 12:31;Telefonie;52.53027778;13.37472222
8/31/09 12:31;SMS;52.53027778;13.37472222
8/31/09 13:02;GPRS;52.53027778;13.37472222
8/31/09 12:55;SMS;52.52611111;13.36888889
8/31/09 13:02;GPRS;52.48972222;13.37583333
8/31/09 13:14;GPRS;52.48972222;13.37583333
8/31/09 13:14;Telefonie;52.48083333;13.35472222
8/31/09 13:04;Telefonie;52.47222222;13.34722222
8/31/09 13:05;SMS;52.47222222;13.34722222
8/31/09 13:06;SMS;52.44944444;13.36083333
8/31/09 13:07;SMS;52.44944444;13.36083333
9/1/09 22:38;SMS;52.54833333;13.26472222
9/1/09 22:38;SMS;52.54833333;13.26472222
9/1/09 22:38;SMS;52.54833333;13.26472222
9/1/09 22:38;GPRS;52.57166667;13.31444444
9/1/09 22:39;GPRS;52.54833333;13.26472222
9/1/09 22:40;GPRS;52.56833333;13.34611111
9/1/09 22:41;GPRS;52.56833333;13.34611111
9/1/09 22:41;Telefonie;52.56833333;13.34611111
9/1/09 22:42;GPRS;52.55444444;13.2925
9/1/09 22:42;GPRS;52.56833333;13.34611111
9/1/09 22:43;GPRS;52.56833333;13.34611111
9/1/09 22:43;GPRS;52.55444444;13.2925
9/1/09 22:44;GPRS;52.57166667;13.31444444
9/1/09 22:49;GPRS;52.57166667;13.31444444
9/1/09 22:49;GPRS;52.55444444;13.2925
9/1/09 22:50;GPRS;52.56833333;13.34611111
9/1/09 22:50;GPRS;52.56833333;13.34611111
9/1/09 22:54;GPRS;52.55444444;13.2925
9/1/09 22:56;GPRS;52.55388889;13.29166667
9/1/09 22:56;GPRS;52.55388889;13.29166667
9/1/09 22:57;GPRS;52.55444444;13.2925
9/1/09 23:00;GPRS;52.55388889;13.29166667
9/1/09 23:06;GPRS;52.55388889;13.29166667
9/1/09 23:09;GPRS;52.55444444;13.2925
9/1/09 23:18;GPRS;52.545;13.31694444
9/1/09 23:39;GPRS;52.545;13.31694444
9/1/09 23:41;GPRS;52.53361111;13.32805556
9/1/09 23:41;GPRS;52.52944444;13.39611111
9/1/09 23:47;GPRS;52.52944444;13.39611111
9/2/09 0:00;GPRS;52.52944444;13.39611111
9/2/09 0:11;GPRS;52.52944444;13.39611111
9/2/09 0:41;GPRS;52.52944444;13.39611111
9/2/09 1:11;GPRS;52.52944444;13.39611111
9/2/09 1:41;GPRS;52.52944444;13.39611111
9/2/09 2:11;GPRS;52.52944444;13.39611111
9/2/09 2:41;GPRS;52.52944444;13.39611111
